casenew	weighta	P550tpr	P344pr	P425r	A172	A093r	A094r	A121r	SexHRP	A049r	G018r	G019r	Gorx
14553	5.2256130635	274.010139043946	426.222	2	1	4	5	3	2	1	1	1	7
5385	4.56796352325	171.212238202989	274.764	2	2	4	5	3	1	2	2	1	5
558	4.85297112775	451.085	215.934	2	2	4	5	3	1	2	2	1	12
4529	10.280500617	328.025	220	1	1	2	4	2	1	2	2	1	11
782	3.93677687125	203.1013551778	263.704	2	2	4	5	3	1	2	2	1	4
1497	6.2958291825	622.56532645116	592.18	2	1	4	5	3	1	2	2	1	7
7436	3.51104973175	689.717499380684	664.144	2	1	4	5	3	1	2	2	1	2
5833	5.64809092325	231.807650414594	478.976	2	2	4	5	3	1	3	3	1	8
5084	8.0041029995	435.215324511264	1018.22	1	1	2	1	3	2	3	2	2	2
14287	3.26855233575	361.846739881193	473.184	2	1	1	2	3	1	2	2	1	9
1794	2.6388976955	694.630043112978	159.58	2	1	3	4	3	1	5	2	3	3
851	4.09628255725	404.654749511216	712.222	2	1	4	4	3	1	2	2	1	6
12277	7.49016487025	610.883988740856	798.42	1	1	1	3	1	2	4	2	3	7
14499	3.529208538	447.315	405.61	2	1	2	3	2	2	5	1	3	2
10010	4.1999075325	375.916732325491	573.8	1	1	2	4	3	2	4	2	3	2
1859	5.2847355925	522.718101140246	1145.9225	1	1	1	1	3	1	2	2	1	11
12425	8.8196012095	244.411798794492	328.884	2	2	4	5	1	2	2	2	1	1
11441	4.57881391175	617.425056100142	1184.99	1	1	1	1	3	1	4	2	3	9
1317	4.29387912025	364.84704186561	684.56	1	1	1	3	3	1	4	2	3	5
2481	4.4040393735	259.275474775868	168.172	2	1	4	5	3	2	2	2	1	4
7828	5.51322254575	658.09	686.1925	2	1	1	3	3	1	4	2	3	12
11524	5.33648612225	455.385462041326	683.74	1	1	1	3	3	1	5	2	3	2
802	3.5928050005	943.92	1184.99	1	1	1	1	2	1	4	2	3	5
7353	3.57220845675	233.727217905635	69.19	2	1	3	4	3	1	2	2	1	6
5728	3.53584684325	794.931874155279	816.924	2	1	4	5	3	1	2	2	1	6
5974	3.22079805325	376.150631088331	114.6	2	1	4	5	1	2	5	2	3	5
8535	4.1893349795	97.9499615753452	60.6175	2	2	3	4	3	1	1	1	1	11
1813	8.7496708015	362.695	461.51	2	1	2	4	2	1	3	3	1	3
3477	3.0079420285	192.408084924559	272	1	2	1	2	3	2	1	1	1	4
10966	3.72865207125	578.550337209684	495.074	2	1	4	5	3	1	2	2	1	2
14833	4.1721630855	462.488061589657	861.3575	1	1	1	1	3	2	1	1	1	4
12836	5.67021325125	693.644812662839	525.44	2	1	4	5	3	2	1	1	1	7
8815	4.05753822425	635.796047988709	873.69	1	1	2	3	3	2	2	2	1	11
5300	5.422717053	673.354354653089	614.31	1	1	2	1	3	1	3	1	3	5
2870	4.67758115225	615.374648639527	530.27	1	1	1	1	3	1	4	2	3	3
12188	3.06837870925	909.672522983011	1184.99	1	1	1	1	3	1	5	2	3	5
2844	4.02275005775	190.865	135.482	2	1	4	5	2	2	1	1	1	6
10741	4.2459294705	274.265	270.072	2	2	2	3	1	1	2	2	1	4
8373	6.248396237	264.346047170149	414.23	1	2	1	2	1	2	1	1	1	7
3315	4.839645515	525.908848999411	1184.99	1	1	1	2	3	2	1	1	1	7
3057	4.84177815925	683.1770288821	262.3045	2	2	4	5	3	2	1	1	1	5
11716	7.3951146325	312.949900851466	373.62	2	1	1	2	3	1	3	1	3	9
1153	4.7742973825	81.915	132.1	2	1	4	5	1	2	1	1	1	5
7188	4.4818462585	713.604400686638	589.6	1	1	1	1	3	1	5	3	3	4
3065	5.905904158	211.148984064359	302.99	1	1	2	1	1	1	2	2	1	7
2939	6.58069551375	137.43	284.572	2	1	4	5	1	2	1	1	1	6
3041	4.8092016525	509.101266950906	747.525897435897	1	1	1	1	3	1	3	3	1	9
1063	4.1461574265	159.549262035641	223.7	1	2	2	3	2	2	1	1	1	1
12945	4.75375440775	259.962582105755	482.84	1	1	1	3	3	1	3	2	2	5
10122	4.7368517535	175.413427959707	342.57	1	1	1	2	2	1	3	3	1	11
6506	4.50426519375	243.295655096055	545.92	2	1	4	5	3	1	1	1	1	6
14332	4.521656473	535.300879861037	817.06	1	1	1	3	3	1	2	2	1	10
10316	2.548081428	287.276528926091	312.28	2	2	2	3	2	2	3	2	2	3
6800	5.3157229345	58.7532794322261	185.002	2	2	4	5	3	1	1	1	1	3
637	6.61496147425	311.42	533.91	1	1	1	3	2	1	3	2	2	9
3617	7.513495479	315.779709562842	866.5	1	1	1	3	3	2	3	3	1	11
2288	5.13962759975	438.611711185309	861.43	2	1	4	5	3	2	2	2	1	7
6391	4.5990505055	422.2686037	604.66	1	1	1	3	3	1	3	2	2	12
5799	7.1095657155	963.136494905324	1184.99	1	1	1	1	3	2	2	2	1	11
5791	3.83222303175	543.739329926256	675.7	1	1	1	2	3	1	4	2	3	10
3284	3.87897093225	50.985	62	2	1	3	4	1	2	1	1	1	6
11327	4.86789057325	321.435273460616	702.71	1	1	1	1	2	1	2	2	1	4
12100	4.12368196775	611.973857416775	1184.99	1	1	1	1	3	1	5	2	3	6
5583	3.00695331925	420.988315407357	1146.03	1	1	1	1	3	1	4	2	3	3
11390	3.53584684325	304.31149877777	317.0875	2	1	4	5	1	1	2	2	1	6
6888	3.956867339	218.868363796351	.77	2	2	4	5	3	1	1	1	1	9
6912	6.25769039425	481.441734971386	1184.99	1	1	1	1	3	1	2	2	1	11
6163	4.128562445	299.61606635962	1114.97	1	2	2	3	3	1	2	2	1	4
14257	4.483763579	955.435441679812	1184.99	1	1	1	1	3	1	5	3	3	9
12563	4.518801447	1175	1184.99	1	1	1	1	3	1	4	2	3	11
7193	4.12072064175	238.225	285.837	2	2	4	5	1	1	2	2	1	12
1006	5.1377074515	666.481936078929	685.14	1	1	1	2	3	1	4	2	3	3
10567	8.28664817825	337.148902833446	741.07	1	1	1	1	2	1	1	1	1	2
8302	6.1989449855	292.708149157127	253.272	2	2	4	5	3	2	1	1	1	9
1049	5.78493882825	103.41	198.022	2	2	4	5	3	1	1	1	1	2
4110	4.29883538525	426.930835145986	35.1	2	1	4	5	3	2	2	2	1	4
7448	3.88911952425	162.880542691104	326.192	2	1	4	5	3	1	1	1	1	5
11434	4.38385907875	165.588654558274	268.1	1	2	1	3	1	1	1	1	1	3
2905	5.1167565985	241.905481160695	346.18	1	1	1	2	3	2	1	1	1	5
11741	6.32690302025	437.668602351326	764.36	2	1	4	5	3	2	2	2	1	8
2975	4.68747556625	552.461578100884	1184.99	1	1	1	3	3	1	2	2	1	11
3331	6.46472006575	250.872237898911	140.482	2	2	4	5	2	1	1	1	1	7
6840	4.9578594995	157.761886433715	437.855	1	1	1	2	2	1	1	1	1	2
1828	3.75772079375	427.235	353.41	1	2	2	3	2	2	1	1	1	4
5303	4.33944447475	127.28554077761	168.742	2	2	4	5	3	1	1	1	1	10
382	3.382179411	443.816967383368	339.03	2	1	2	2	3	2	3	1	3	9
10308	5.51380187875	414.598822068966	961.2	1	1	1	1	3	1	2	2	1	2
5179	6.21745435325	293.309718699188	648.76	1	2	1	3	1	1	1	1	1	6
13740	5.90721055425	115.48	417.824	1	1	4	4	1	2	3	3	1	7
636	3.3423261165	309.372636021056	491.104	2	1	2	3	3	1	2	2	1	6
8351	4.0408950005	895.788191466737	961.54	2	1	4	5	3	2	1	1	1	6
13209	5.544873812	170.351525722983	517.762	2	2	4	5	3	2	1	1	1	3
5165	4.19593567025	389.696538461538	70	1	1	1	2	1	1	2	2	1	10
649	6.09321499025	245.621972591776	685.8	1	1	3	4	3	1	3	2	2	1
13424	6.84615976275	377.18741200211	801.31	1	1	2	1	2	2	2	2	1	7
13752	8.8930405845	186.605	337.6895	2	2	4	5	1	2	1	1	1	6
4557	4.792785849	121.974390059571	214.612	2	2	4	5	3	2	1	1	1	2
13915	3.4617770605	1175	770.38	2	1	4	5	3	1	2	2	1	3
405	3.981616169	98.4145508468896	110.812	2	2	4	5	3	2	1	1	1	2
5192	2.884450785	541.874595875704	1184.99	1	1	1	2	3	1	2	2	1	4
7558	5.151028262	589.4580474	1139.62	1	1	1	1	3	1	3	2	2	12
11692	3.8401757255	273.308229825272	456.76	2	1	2	1	3	2	1	1	1	4
12940	6.29825901475	133.42	318.65	2	2	4	5	3	2	1	1	1	4
11461	4.6063224635	306.473437272485	403.375	2	1	4	5	3	2	1	1	1	4
524	5.482580041	312.211802288218	696.56	1	1	2	2	3	2	4	3	2	5
14201	3.3455613685	601.089392350589	699.65	1	1	1	1	3	1	4	2	3	5
12484	6.07262978125	391.423114855719	918.33	1	1	1	3	3	1	3	2	2	5
13791	5.07294326	1000.00616100924	1184.99	1	1	1	1	3	1	3	2	2	7
111	5.935085848	464.516749775907	694.87	1	1	1	3	1	1	3	3	1	6
1231	4.23998047325	364.765784536628	641.66	1	1	1	1	2	2	1	1	1	11
4825	3.39718257375	431.382724204843	611.45	1	1	1	1	1	1	2	2	1	1
6629	10.1669416745	156.85435836191	495.172	2	2	4	5	3	2	1	1	1	9
8508	2.79117394775	1175	1184.99	1	1	1	1	3	2	4	2	3	9
10947	6.05115144125	513.895438462484	676.85	1	1	1	1	3	1	4	2	3	4
14416	3.59485505525	188.61064573155	505.37	1	1	1	3	3	1	4	2	3	2
14240	3.02144659525	160.798079558106	243.134	2	1	4	5	3	1	2	2	1	4
13015	3.451679867	220.449920336511	504.49	1	1	1	2	3	2	2	1	2	3
6403	9.838634905	697.817058122451	1184.99	1	1	1	1	3	1	4	4	1	7
1534	4.760314866	177.565	266.8	2	2	4	5	1	2	1	1	1	3
2843	6.99437908025	273.873076923077	153.992	2	2	3	4	1	1	1	1	1	9
10813	4.7374498205	1175	1072.66	1	1	1	1	3	1	3	2	2	7
7445	3.902740798	270.537760787262	516.365	1	2	1	1	3	2	1	1	1	9
10801	5.60010730225	892.109183206035	1184.99	1	1	1	1	3	1	4	2	3	4
10068	4.55190039275	685.098682480996	1184.99	1	1	1	1	3	1	2	2	1	9
249	3.94981524425	348.306045112867	86.75	2	2	3	1	3	1	2	2	1	5
9067	4.2270537545	624.096973346201	1169.23769230769	1	1	1	3	3	1	3	2	2	2
7108	6.8612602105	417.874463939466	573.5175	1	1	1	2	3	1	3	3	1	3
111	5.38487592975	158.387616835743	100.482	2	2	4	5	3	2	1	1	1	11
12185	5.62851342875	24.0825509191194	183.432	2	2	4	5	3	1	1	1	1	1
11964	4.27937399575	410.294666547965	246.3695	2	1	4	4	3	2	1	1	1	8
10381	5.68366233175	249.834149542411	298.59	2	1	4	4	3	1	1	1	1	3
1579	3.9143789785	428.15994663538	467.474	2	2	4	5	3	2	2	2	1	11
10963	3.61524548025	321.227140031356	471.142	1	2	1	3	1	1	2	2	1	6
3258	5.38533257275	115.482902224702	102.3725	2	2	4	5	3	2	1	1	1	8
1556	4.16462090375	378.209321582167	453.864	2	1	4	5	3	1	2	2	1	2
5628	4.86244000675	333.63561178751	271.592	2	1	4	5	3	1	1	1	1	2
3609	6.1058854395	1175	1184.99	1	1	1	1	3	1	3	2	2	9
5443	4.86312312125	456.421220730328	432.33	1	1	1	2	3	2	3	2	2	9
9636	4.862023607	348.77958662598	662.97	1	1	1	3	2	2	2	2	1	8
9334	4.1603232985	132.13	136.93	2	2	4	5	3	2	1	1	1	10
3201	6.35604294775	698.076760201118	844.14	1	1	1	1	3	2	4	3	2	9
6558	4.84376677925	352.976582534192	300.19	2	1	4	5	3	2	1	1	1	1
6756	3.28075345725	748.312479256062	700.76	1	1	2	2	1	2	3	2	2	11
4621	6.00245754075	658.01953315672	684.52	1	1	1	1	3	1	1	1	1	5
8846	3.829229331	119.62495877307	177.6645	2	2	4	5	1	2	1	1	1	6
5340	4.71482940575	166.888060094887	180.824	2	1	4	5	3	1	2	2	1	7
2733	6.00245754075	193.668252313236	965.15	1	1	1	1	3	1	1	1	1	5
1898	3.784384726	218.149991014524	400.4365	2	2	4	5	3	1	2	2	1	6
11727	4.330448187	483.268736580416	418.21	1	1	2	3	3	2	2	2	1	3
5771	8.407634797	858.324236357987	1061.3	1	1	1	2	3	1	3	3	1	3
14256	6.41212333575	42.045	80	2	2	4	5	1	1	1	1	1	3
7033	4.932514861	741.649716826348	364.37	1	1	1	2	3	1	3	2	2	9
11556	6.46472006575	169.728322682803	234.477	2	2	4	5	3	1	1	1	1	7
887	6.16531738575	1175	1184.99	1	1	1	1	3	2	1	1	1	7
6205	4.32735286025	928.198625901966	741.3925	2	1	4	5	3	2	2	2	1	6
14839	3.74264038175	985.45355533945	1184.99	1	1	1	1	3	1	4	2	3	9
10069	4.0637126825	457.290449554152	382.33	1	1	1	1	3	2	2	2	1	8
11572	4.0612154725	150.772922247951	273.122	2	2	4	5	1	1	1	1	1	8
4605	3.0182409865	686.019131811303	605.87	1	1	1	2	3	2	3	2	2	4
7555	4.31786289825	503.450779765232	1184.99	1	1	1	1	3	1	3	3	1	5
12338	4.7548054285	806.86299968322	1184.99	1	1	1	1	3	1	5	2	3	8
10704	5.7518650095	1004.41338793484	1074.88	1	1	1	2	3	1	2	2	1	8
7371	4.58232398725	227.202055925269	275.312	2	2	4	5	3	2	1	1	1	6
3724	4.88351997825	487.311077213076	364.264	2	1	4	5	1	2	2	2	1	2
781	3.748356642	410.891617743152	854.64	1	1	1	1	3	2	1	1	1	8
5539	4.57038475925	167.913231480936	273.942	2	1	2	2	3	2	1	1	1	5
14989	6.068247739	262.630945072618	574.579	2	1	4	5	3	1	2	2	1	7
4405	3.90151941725	604.156592397983	679.594	2	2	4	5	3	1	2	2	1	2
1975	8.350267001	520.478148575276	922.419230769231	1	1	1	3	3	1	4	3	2	8
8369	4.38346179725	560.982903054837	231	1	1	1	2	3	2	2	2	1	6
11925	3.95910140025	699.207629778723	1184.99	1	1	1	1	3	1	3	3	1	11
462	4.225852529	66.02	355.692	2	2	4	5	1	2	3	1	3	2
2120	4.56000493725	191.23406988808	420.27	1	1	1	1	1	1	1	1	1	10
1392	3.844695315	723.831745934425	1125.02	1	1	1	1	3	1	5	3	3	6
3685	7.541419979	375.002868903208	1184.99	1	1	1	2	3	1	2	2	1	7
5852	3.80324451425	1175	1184.99	1	1	1	1	3	1	4	2	3	11
11270	2.254158307125	1175	1184.99	1	1	1	1	3	2	4	2	3	10
933	3.37443325	737.286162885857	394.5025	1	1	2	2	3	2	2	2	1	3
4824	4.892615404	107.005	220.61	2	2	4	5	3	1	1	1	1	5
3357	4.914913197	203.653420203129	350.725	1	2	1	3	2	1	1	1	1	2
7762	4.31382305675	195.967466502251	885.97	1	1	2	1	3	2	3	2	2	6
1946	6.03416455275	460.325316865139	774.457179487179	1	1	1	1	3	1	3	2	2	6
8093	5.65880661775	189.826370772163	305.92	2	1	4	5	3	1	1	1	1	3
668	5.03280051925	1175	1184.99	1	1	1	1	3	1	3	2	2	8
5812	3.7555145495	578.884797207447	502.44	1	1	1	3	3	1	2	2	1	11
1214	5.78384434775	204.777879105887	69.005	1	1	2	3	3	2	1	1	1	4
3736	4.7372390555	367.805152994792	314.732	2	1	4	5	1	2	3	2	2	11
4533	6.8539157285	1175	1184.99	1	1	1	1	3	1	4	2	3	6
1127	3.93194862625	252.305823862769	425.7015	2	2	4	5	3	1	2	2	1	8
4314	3.92309425625	1175	1184.99	2	1	4	5	3	1	4	3	2	4
4695	4.1721630855	121.205	92	2	1	4	5	3	2	1	1	1	4
13746	6.52886485375	551.503302398609	1110.77	1	1	1	3	2	1	3	2	2	11
3886	5.0179878345	417.31885673155	683.79	1	1	1	2	3	2	3	2	2	2
11303	3.23058203375	719.987261955333	1184.99	1	1	1	1	3	2	2	2	1	4
3117	5.4780660675	422.379612911606	1184.99	1	1	1	1	3	1	4	3	2	8
4344	4.21591628675	272.94630702905	203.26	2	2	3	4	1	1	2	2	1	1
14150	5.00478600475	301.229592838497	815.9045	1	1	2	1	3	2	1	1	1	10
9019	4.66782948875	841.799570926289	856.8775	1	1	1	1	1	2	2	2	1	6
6311	3.784384726	435.945435890558	677.924	1	1	1	2	3	1	2	2	1	6
8275	6.90987809775	438.923578209791	521.19	1	1	2	3	3	2	3	3	1	7
11155	3.62078399025	454.239174374068	407.154	2	1	4	5	3	1	2	2	1	9
7376	3.33940526875	367.319229901329	133.77	2	1	1	1	3	1	3	2	2	4
160	6.77162616325	98.035	273.212	2	2	4	5	1	2	1	1	1	9
52	4.83607961925	903.709194137245	500.269	2	1	4	5	3	1	2	2	1	4
10653	4.104146983	155.909957125697	197.51	2	2	4	5	3	2	1	1	1	5
10716	9.8385190815	596.80520360949	1184.99	1	1	4	5	3	1	3	3	1	7
3578	4.9747842525	1175	1184.99	1	1	1	1	3	1	4	2	3	9
13697	5.78688596425	584.567567151976	330.05	2	1	4	5	3	2	2	1	2	8
13113	4.3933753925	295.602041485085	123.875	2	1	4	5	1	1	1	1	1	9
5075	3.2897921545	500.542613117835	783.36	1	2	2	1	1	2	1	1	1	11
7527	4.95610953725	522.170968922645	936.6075	1	1	1	1	2	2	4	2	3	2
5973	3.499228944	488.403482977968	398.574	2	1	4	5	3	1	2	2	1	9
1198	3.48696261025	257.644131672433	266.284	2	2	4	5	1	1	2	2	1	8
13643	5.23225107425	797.433113594484	642.392	2	2	4	5	3	1	2	2	1	8
4122	3.726013246	302.278078881604	414.424	2	1	4	5	3	1	2	2	1	8
13113	6.10262552825	107.885	89	2	2	4	5	1	1	1	1	1	3
825	3.3545868905	288.968161365232	590.28	1	1	1	1	3	1	5	2	3	5
12548	4.2868062125	511.604831924203	826.6	1	2	1	1	3	2	2	2	1	4
13118	6.00621843725	190.341402364282	323.07	2	2	4	5	1	2	5	1	3	8
9361	3.77550820725	741.863452067326	1043.12	1	1	1	1	3	1	4	2	3	3
8358	4.29883538525	367.855245990277	425.07	1	2	1	3	1	1	2	2	1	4
13497	3.87391939025	500.571741142557	712.4695	2	1	4	5	3	1	1	1	1	8
3201	3.2423676045	554.928795907584	790.3	1	1	1	1	2	1	2	2	1	2
3360	4.128562445	168.991952191235	130.397	2	2	4	5	3	1	2	2	1	4
11351	5.4738608775	821.675305729573	746.87	1	1	1	1	3	1	3	2	2	2
14927	5.873199841	908.362130183341	1184.99	2	1	4	5	3	1	3	3	1	6
6964	7.45329163975	234.569773788764	510.23	1	2	2	1	3	1	1	1	1	4
7696	2.85324063425	234.075	138.6	2	1	4	4	1	2	3	2	2	4
8987	4.161526399	785.670064116737	197.592	2	2	4	5	1	1	1	1	1	3
1052	4.11452196775	266.1409252226	482.26	1	1	1	2	3	1	2	2	1	5
11856	4.46524797925	96.0298638187112	178	2	2	4	5	1	2	1	1	1	11
3313	3.9797784565	332.579800491323	844.25	1	1	1	1	3	1	2	2	1	6
10285	4.2999901775	433.971477739973	550.76	1	1	2	3	3	1	2	2	1	11
5365	4.4331576795	154.418799044391	261.901538461539	1	2	1	3	3	1	1	1	1	5
11284	4.190812278	391.769560195379	464.51	1	1	2	3	3	2	3	1	3	3
5397	5.28386999925	577.481693015931	1184.99	1	1	1	1	3	1	4	2	3	2
11053	6.10262552825	334.546522411433	731.59	1	1	1	1	2	1	1	1	1	3
14110	6.30547745	475.73828538533	1184.99	1	1	1	1	3	1	2	2	1	7
1338	6.41079764025	923.026084789911	670.9	1	1	1	1	3	2	2	2	1	2
12951	3.2531596045	244.052150290153	565.754	2	2	4	5	3	2	2	2	1	1
75	6.41658837425	305.045202575424	401.38	1	1	1	1	2	2	1	1	1	7
7623	3.66527247	476.66420457484	1184.99	1	1	1	1	3	2	4	2	3	9
3646	6.943488483	514.104147242897	600.4015	1	1	4	5	1	1	3	3	1	5
1051	4.24631657975	111.59	135.4	2	1	3	4	2	2	2	1	2	3
13117	3.9866413045	165.255	380.8715	2	2	4	5	3	1	2	2	1	5
8737	5.93670065425	295.597763186912	429.585	2	2	4	5	3	2	1	1	1	7
12504	4.30862582475	296.685	416.35	2	1	4	4	1	2	5	3	3	6
2595	4.85693813025	329.989520207735	482.98	1	1	1	3	3	1	2	2	1	5
8707	7.72283886025	619.968645131568	938.58	1	1	4	5	3	1	2	2	1	5
8566	4.274727756	257.01	297.084	2	2	4	5	1	2	2	2	1	2
5360	2.53520465575	680.225554514775	1184.99	1	1	1	1	3	1	4	2	3	11
6576	3.49514142525	522.287266509648	286.224	2	1	4	5	3	1	2	2	1	1
11847	2.57012515425	585.765522726986	1007.535	1	1	1	1	3	1	4	2	3	10
3243	4.8291278005	161.029981986954	152.77	2	1	4	5	1	2	2	1	2	4
5331	6.18400878775	280.488281316403	865.575641025641	1	1	1	1	3	1	2	2	1	3
3999	3.744733989	422.222657121123	715.78	1	1	1	1	2	1	2	2	1	9
14287	3.28939186225	307.129957125697	515.284	1	1	2	3	3	1	2	2	1	5
271	3.97176662625	314.018618839372	523.409	2	2	4	5	3	1	2	2	1	1
2529	4.301348526	160.392617366072	515.3	1	1	1	3	3	1	3	2	2	3
91	4.13741115625	802.949952366064	939.53	1	1	1	1	3	1	3	2	2	7
8106	7.58270609075	414.41390428881	574.892	1	1	4	5	3	2	2	2	1	6
5621	7.22959906925	315.59	111.8	2	1	3	4	2	2	2	2	1	7
13927	3.60982314725	868.957213623463	1047.075	1	1	1	1	3	1	2	2	1	9
9995	5.186262111	597.781195110476	244.33	1	1	1	3	3	1	5	3	3	2
3595	3.499228944	383.813226631068	311.3725	2	1	4	5	3	1	2	2	1	9
2736	4.31764280925	337.700927479907	530.89	1	1	1	2	3	1	3	2	2	6
11834	4.0462908855	594.785245694678	795.432	1	1	1	1	3	2	2	2	1	1
5528	2.7433775005	114.794366043982	231.62	2	1	3	4	2	2	4	2	3	3
2655	5.16427072275	579.867648157582	664.872	2	1	2	1	3	1	3	3	1	8
11150	3.530271902	185.38243846129	611.63	1	1	1	3	3	1	2	2	1	9
7263	5.365142505	450.890271244854	397.862	1	1	2	1	3	2	1	1	1	7
2523	5.47703085175	405.44	380.334	2	1	4	5	1	1	2	2	1	8
7615	4.450226562	123.105	221.554	2	2	4	5	3	2	2	2	1	9
8333	3.97075911875	162.610384615385	185.242	2	1	4	5	1	2	2	1	2	1
6332	3.7870987095	126.961051310623	172.092	2	2	2	3	3	2	1	1	1	5
6092	3.34069635725	661.434858409105	1184.99	1	1	1	1	2	1	4	2	3	6
1368	3.90055370075	925.137302935692	1184.99	1	1	1	1	3	1	2	2	1	8
11813	4.096139294	499.182762466741	85.3	2	1	3	1	3	2	2	1	2	2
3378	5.27039356175	1175	1182.105	1	1	1	1	3	1	4	3	2	8
11889	5.15935373275	356.157069662372	339.99	1	2	2	3	3	2	2	2	1	11
3778	3.74472286	156.635	199.54	2	1	4	5	1	2	3	1	3	7
12271	5.956156727	212.115	188.7	2	1	4	5	1	2	3	1	3	8
5594	3.7495207885	918.898585264329	729.1065	2	1	1	2	3	2	2	2	1	8
588	5.06924901475	172.187849385256	240.7495	2	2	4	5	3	2	1	1	1	6
11642	5.967071744	375.303861192571	584.992	2	1	4	5	3	1	1	1	1	7
1686	10.1130558835	733.56017764459	1184.99	1	1	1	1	2	1	4	4	1	7
14952	4.353854534	356.435168870717	254.984	2	2	4	5	3	1	2	2	1	4
2613	6.02542147425	592.127871772502	459.75	1	1	1	3	3	1	4	2	3	4
5439	4.5651244705	518.409211283151	110.9675	1	1	1	1	3	1	1	1	1	5
4892	4.493682227	483.412238928775	573.07	1	1	1	1	1	2	2	2	1	8
11796	4.2869133635	324.108396309844	347.504358974359	1	2	1	3	2	1	3	2	2	5
5263	5.1176789695	219.44	268.612	2	2	4	5	1	1	1	1	1	12
7365	3.37443325	996.887454382852	981.53	1	1	1	3	3	1	2	2	1	3
13285	3.92233282525	918.21435011328	1184.99	1	1	1	1	3	1	4	2	3	6
11414	5.70032274875	453.907418822121	1184.99	1	1	1	1	3	1	1	1	1	2
1117	6.0243142105	1091.17727525191	1184.99	1	1	1	1	3	2	2	2	1	8
13046	7.44304264725	775.635350547172	1184.99	1	1	1	1	2	2	2	2	1	7
7452	5.34111939725	415.630637051773	972.143333333333	1	1	1	1	3	1	2	2	1	3
10232	4.38385907875	262.06053992018	833.03	1	1	1	1	3	1	1	1	1	3
4453	3.5449291165	188.79719064727	215.972	2	1	4	5	3	1	1	1	1	9
6485	4.546994874	253.173860462672	355.314	2	2	4	5	1	1	2	2	1	11
4058	7.074675194	562.227639521727	1184.99	1	1	1	1	3	2	3	3	1	5
5569	6.18550249075	144.384408256159	474.02	1	1	1	3	3	2	2	2	1	10
770	4.9816065705	224.59	188.04	2	1	4	5	1	2	3	1	3	5
6897	4.38385907875	175.71093905735	332.31	2	1	4	5	3	1	1	1	1	3
7455	3.75901950925	446.043494476452	751.332	1	1	4	5	1	2	4	3	2	5
12999	3.77715980375	323.153666402141	40.48	2	1	4	5	3	2	2	1	2	9
8059	9.46818756875	134.622564750164	176.292	2	2	4	5	2	2	1	1	1	11
2214	4.58232398725	214.925138387485	305.232	2	2	4	5	3	2	1	1	1	6
264	4.20240328125	470.91328728696	504.57	1	1	2	2	3	2	3	1	3	1
3355	3.665677779	115.995	171.1	2	1	3	4	1	1	3	2	2	6
12661	3.77021827375	547.455469830681	610.8375	1	1	1	3	1	1	4	4	1	7
4728	3.91325825475	749.277989264035	395.702	2	1	4	5	3	1	2	2	1	6
1524	6.384072554	90.614818808538	130.462	2	2	4	5	3	2	1	1	1	5
7582	5.879945813	262.358534957888	440.562	1	2	1	3	1	1	2	2	1	4
10219	3.9603010695	1175	1184.99	1	1	1	2	3	2	3	3	1	6
6063	5.0034045	544.990397851808	468.84	1	2	2	1	2	2	2	1	2	3
11848	3.96527974425	260.365319913453	296.097897435897	1	2	2	3	2	2	1	1	1	11
8347	7.0613140735	844.094209405394	921.486538461538	1	1	1	3	3	1	4	4	1	5
1019	4.30609652575	151.026217074311	258.482	2	1	4	5	1	2	1	1	1	2
4705	4.0408950005	175.726146318266	425.67	1	2	1	3	1	2	1	1	1	6
7634	5.1783910235	223.775788672444	301.68	1	1	1	3	2	1	1	1	1	9
11034	3.83109584625	1125.79574331058	1184.99	2	1	1	2	2	1	3	3	1	10
3247	3.61524548025	344.541230129825	1184.99	1	1	1	1	3	1	2	2	1	6
14493	4.34961094	474.362028750114	86.54	2	1	1	1	3	2	1	1	1	6
9645	4.6645584035	341.112687872558	374.83	1	2	2	3	3	2	2	1	2	11
11558	4.808953208	236.833897744136	141.74	2	2	4	5	3	2	1	1	1	3
794	4.27793103875	1071.72330276522	1184.99	1	1	2	1	3	2	5	4	2	11
10455	2.3066571952	201.726626942021	226.15	2	1	1	3	2	2	2	2	1	10
13847	4.43350907275	168.148246041185	73.23	2	1	4	4	3	2	1	1	1	1
51	4.16927010675	1093.28473367813	507.89	1	1	1	2	3	1	4	2	3	9
13259	3.48290423375	315.879916313773	478.6175	1	1	1	2	2	2	1	1	1	4
2081	4.86312312125	432.054673565944	1017.51	1	1	1	2	3	1	3	2	2	9
3232	5.74560158875	206.35547161627	222.962	2	2	4	5	1	1	1	1	1	11
7679	7.556864061	489.597029807023	1184.99	1	1	1	1	3	1	3	3	1	11
12392	4.26794475975	357.145102315653	722.077	1	1	1	3	3	1	2	2	1	9
4118	3.8465563125	938.808078639526	1112.42	1	1	1	1	3	1	3	2	2	8
4584	5.089377376	57.6582852910828	153.85	2	2	4	5	3	1	1	1	1	7
3324	4.699860426	672.551765878805	503.49	2	1	4	3	3	1	2	2	1	1
13331	3.34016991925	310.537616652911	429.43	1	1	1	1	3	2	2	2	1	1
1159	5.16520275275	529.504130871675	1184.99	1	1	1	1	3	1	2	2	1	8
7873	5.7250469645	754.557768162409	1184.99	1	1	1	1	3	2	2	2	1	1
3757	5.854308668	283.909470763643	508.08	1	1	1	3	2	1	3	2	2	8
1207	3.87703260575	1175	485.714	2	1	4	5	3	2	2	2	1	8
